#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	70	1404	+	GKPOKD_00005	dnaA	chromosomal replication initiator protein DnaA	COG:COG0593, COG:L, RefSeq:WP_004145091.1, SO:0001217, UniParc:UPI0001576C58, UniRef:UniRef100_A0A0E1C641, UniRef:UniRef50_B6EP46, UniRef:UniRef90_U3U093
contig_1	ncRNA	511	591	-	GKPOKD_00010	AsdA	antisense RNA of dnaA mRNA	RFAM:RF02674, SO:0000644
contig_1	cds	1409	2509	+	GKPOKD_00015	dnaN	DNA polymerase III subunit beta	COG:COG0592, COG:L, GO:0003677, GO:0003887, GO:0005737, GO:0006271, GO:0008408, GO:0009360, RefSeq:WP_004151533.1, SO:0001217, UniParc:UPI000241DECE, UniRef:UniRef100_A0A1J0NSP5, UniRef:UniRef50_P0A990, UniRef:UniRef90_P0A990
contig_1	cds	2656	3729	+	GKPOKD_00020	recF	DNA replication/repair protein RecF	COG:COG1195, COG:L, GO:0003697, GO:0005524, GO:0005737, GO:0006260, GO:0006281, GO:0009432, RefSeq:WP_004151532.1, SO:0001217, UniParc:UPI0001576C56, UniRef:UniRef100_A6TG02, UniRef:UniRef50_Q8Z9U9, UniRef:UniRef90_Q8Z2N4
contig_1	cds	3758	6172	+	GKPOKD_00025	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	COG:COG0187, COG:L, EC:5.6.2.2, GO:0003677, GO:0003918, GO:0005524, GO:0005694, GO:0005737, GO:0005829, GO:0006261, GO:0006265, GO:0006351, GO:0008094, GO:0009330, GO:0009410, GO:0034335, GO:0046677, GO:0046872, GO:0120217, RefSeq:WP_004151531.1, SO:0001217, UniParc:UPI00026F05A6, UniRef:UniRef100_A0A333MHP5, UniRef:UniRef50_P0AES7, UniRef:UniRef90_P0AES7
contig_1	cds	6374	7186	+	GKPOKD_00030	yidA	sugar-phosphatase	COG:COG0561, COG:HR, EC:3.1.3.23, GO:0000287, GO:0016311, GO:0016791, GO:0050308, RefSeq:WP_004151530.1, SO:0001217, UniParc:UPI0001576C54, UniRef:UniRef100_W9B1U0, UniRef:UniRef50_P0A8Y6, UniRef:UniRef90_P0A8Y6
contig_1	cds	7357	8418	+	GKPOKD_00035		hypothetical protein	RefSeq:WP_004151529.1, SO:0001217, UniParc:UPI000241069D, UniRef:UniRef100_A0A1L5UBY4, UniRef:UniRef50_L0MCS7, UniRef:UniRef90_A0A1L5UBY4
contig_1	cds	8415	9548	+	GKPOKD_00040	tamA	Omp85 domain-containing protein	COG:COG0729, COG:M, RefSeq:WP_004151528.1, SO:0001217, UniParc:UPI000241DECD, UniRef:UniRef100_A0A2V3K4X7, UniRef:UniRef50_A0A344SJ31, UniRef:UniRef90_W9BMP8
contig_1	cds	9778	10467	+	GKPOKD_00045	dgoR	D-galactonate utilization transcriptional regulator DgoR	COG:COG2186, COG:K, GO:0000976, GO:0000987, GO:0001217, GO:0003677, GO:0010677, GO:0042802, GO:0098531, GO:2000143, KEGG:K19776, RefSeq:WP_004145084.1, SO:0001217, UniParc:UPI0001576C51, UniRef:UniRef100_A0A7U7F8W3, UniRef:UniRef50_P31460, UniRef:UniRef90_P31460
contig_1	cds	10464	11342	+	GKPOKD_00050	dgoK	2-oxo-3-deoxygalactonate kinase	COG:COG3734, COG:G, RefSeq:WP_004145083.1, SO:0001217, UniParc:UPI0001A58BA1, UniRef:UniRef100_A0A7U7F8X9, UniRef:UniRef50_P31459, UniRef:UniRef90_A0A486QBA5
contig_1	cds	11326	11943	+	GKPOKD_00055	eda	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	COG:COG0800, COG:G, EC:4.1.2.21, KEGG:K01631, RefSeq:WP_004151527.1, SO:0001217, UniParc:UPI000241DECC, UniRef:UniRef100_A0A2V3K4W5, UniRef:UniRef50_A0A0T9MK64, UniRef:UniRef90_A0A0C7KDL4
contig_1	cds	11940	13088	+	GKPOKD_00060	dgoD	galactonate dehydratase	EC:4.2.1.6, GO:0000287, GO:0008869, GO:0009063, GO:0034194, RefSeq:WP_004150286.1, SO:0001217, UniParc:UPI0001576C4F, UniRef:UniRef100_A6TFZ4, UniRef:UniRef50_A4W4R9, UniRef:UniRef90_A4W4R9
contig_1	cds	13311	14603	+	GKPOKD_00065	uhpC	MFS transporter	COG:COG2271, COG:G, SO:0001217, UniParc:UPI00026F05A5, UniRef:UniRef100_A0A0H3GV73, UniRef:UniRef50_P0AA77, UniRef:UniRef90_A0A484WXS4
contig_1	cds	14655	15875	+	GKPOKD_00070		DUF3748 domain-containing protein	RefSeq:WP_004151525.1, SO:0001217, UniParc:UPI000241DECA, UniRef:UniRef100_A0A1L5DSX2, UniRef:UniRef50_P31455, UniRef:UniRef90_A0A8G1KIJ6
contig_1	cds	15877	16209	-	GKPOKD_00075	yceK	YceK/YidQ family lipoprotein	COG:COG5645, COG:S, RefSeq:WP_004151524.1, SO:0001217, UniParc:UPI0001813985, UniRef:UniRef100_A0A0B7G1T4, UniRef:UniRef50_A0A345C4E9, UniRef:UniRef90_A0A0B7G1T4
contig_1	ncRNA-region	16455	16530	+			Repression of heat shock gene expression (ROSE) element	RFAM:RF01832, SO:0002168
contig_1	cds	16524	16937	+	GKPOKD_00080	ibpA	heat shock chaperone IbpA	GO:0005737, GO:0050821, KEGG:K04080, RefSeq:WP_004151523.1, SO:0001217, UniParc:UPI0001814319, UniRef:UniRef100_B5XT60, UniRef:UniRef50_A8ACK0, UniRef:UniRef90_B5XT60
contig_1	cds	17054	17482	+	GKPOKD_00085	ibpB	heat shock chaperone IbpB	COG:COG0071, COG:O, GO:0005737, GO:0050821, RefSeq:WP_004145074.1, SO:0001217, UniParc:UPI0001A58B67, UniRef:UniRef100_A0A7U7IJQ0, UniRef:UniRef50_Q6CYV3, UniRef:UniRef90_A6TFY9
