#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	7357	8418	+	GKPOKD_00035	38.5	5.1		RefSeq:WP_004151529.1, SO:0001217, UniParc:UPI000241069D, UniRef:UniRef100_A0A1L5UBY4, UniRef:UniRef50_L0MCS7, UniRef:UniRef90_A0A1L5UBY4
contig_1	352718	353065	+	GKPOKD_01615	13.5	5.9	PF05973.17|Gp49	COG:COG4683, COG:S, PFAM:PF05973.17, RefSeq:WP_002920560.1, SO:0001217, UniParc:UPI00026F083B, UniRef:UniRef100_A0A098CAH3, UniRef:UniRef50_A0A1B8H9Y4, UniRef:UniRef90_A0A486LFK7
contig_1	402115	402216	+	GKPOKD_01825	4.1	8.8		SO:0001217, UniParc:UPI0002410CD1, UniRef:UniRef100_J2LNT0, UniRef:UniRef50_A0A2J4VVS7, UniRef:UniRef90_A0A6B3VI75
contig_1	466420	467361	+	GKPOKD_02255	36.1	5.4		RefSeq:WP_004150970.1, SO:0001217, UniParc:UPI000241E1A8, UniRef:UniRef100_A0A5U7F030, UniRef:UniRef50_A0A5U7F030, UniRef:UniRef90_A0A5U7F030
contig_1	468601	469338	+	GKPOKD_02270	27.3	10.3		SO:0001217, UniParc:UPI0002BFA9FD, UniRef:UniRef100_A0A0J2JT12, UniRef:UniRef50_A0A084ZNV5, UniRef:UniRef90_A0A0J2JT12
contig_1	469331	469519	+	GKPOKD_02275	7.2	4.7		RefSeq:WP_001549752.1, SO:0001217, UniParc:UPI000241E1A4, UniRef:UniRef100_A0A1U7FMD0, UniRef:UniRef50_A0A379D8D1, UniRef:UniRef90_A0A8G2AFL3
contig_1	469512	469826	+	GKPOKD_02280	11.5	4.7		RefSeq:WP_004150967.1, SO:0001217, UniParc:UPI00026874C8, UniRef:UniRef100_A0A3U4YEQ1, UniRef:UniRef50_A0A0P8HUG3, UniRef:UniRef90_A0A8F8ZHQ5
contig_1	469823	470191	+	GKPOKD_02285	13.5	9.7		RefSeq:WP_004150966.1, SO:0001217, UniParc:UPI000241E1A2, UniRef:UniRef100_A0A1L5DF74, UniRef:UniRef50_A0A0F6TZS0, UniRef:UniRef90_A0A1L5DF74
contig_1	470188	470553	+	GKPOKD_02290	14.0	4.9		RefSeq:WP_001549749.1, SO:0001217, UniParc:UPI000241E1A1, UniRef:UniRef100_A0A3R0VEB9, UniRef:UniRef50_A0A2I8QKI8, UniRef:UniRef90_A0A443USW1
contig_1	473031	473366	+	GKPOKD_02300	12.2	4.4		RefSeq:WP_004150964.1, SO:0001217, UniParc:UPI000241E19F, UniRef:UniRef100_A0A8F8ZGB4, UniRef:UniRef50_G9YDV3, UniRef:UniRef90_A0A379D8C4
