#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	42	2528	+	IGCMGB_00005	mgtA	Magnesium-transporting ATPase (P-type)	COG:COG0474, COG:P, SO:0001217, UniRef:UniRef50_A0A8G0CWT8, UniRef:UniRef90_A0A8G0CWT8
contig_1	cds	2581	3660	+	IGCMGB_00010	acrA	efflux RND transporter periplasmic adaptor subunit	COG:COG0845, COG:MV, RefSeq:WP_012068402.1, SO:0001217, UniParc:UPI0001575EC2, UniRef:UniRef100_A0A4S7KK23, UniRef:UniRef50_W9BEC8, UniRef:UniRef90_W9BEC8
contig_1	cds	3674	6766	+	IGCMGB_00015	acrB	hydrophobe/amphiphile efflux-1 family RND transporter	COG:COG0841, COG:V, RefSeq:WP_012068403.1, SO:0001217, UniParc:UPI0001575EC3, UniRef:UniRef100_A6T5Z0, UniRef:UniRef50_A0A2V3K5Z0, UniRef:UniRef90_A0A2V3K5Z0
contig_1	cds	7115	7834	-	IGCMGB_00020	yigE	NAGPA domain-containing protein	COG:COG3698, COG:S, RefSeq:WP_004176956.1, SO:0001217, UniParc:UPI0001A5836B, UniRef:UniRef100_A0A060VMA4, UniRef:UniRef50_A0A285B0N2, UniRef:UniRef90_A6T5Z1
contig_1	cds	7882	8997	-	IGCMGB_00025	ybdK	YbdK family carboxylate-amine ligase	COG:COG2170, COG:O, EC:6.3.2.2, GO:0004357, GO:0005524, GO:0042398, RefSeq:WP_032411784.1, SO:0001217, UniParc:UPI0004473A5B, UniRef:UniRef100_A0A4S7MHM8, UniRef:UniRef50_Q8ZR41, UniRef:UniRef90_A6T5Z2
contig_1	cds	9324	10991	+	IGCMGB_00030	ddpA	ABC transporter substrate-binding protein	COG:COG0747, COG:E, RefSeq:WP_012068405.1, SO:0001217, UniParc:UPI0001575EC6, UniRef:UniRef100_A0A4V6SCF7, UniRef:UniRef50_A7IKR7, UniRef:UniRef90_A0A285B0I5
contig_1	cds	11010	11963	+	IGCMGB_00035	dppB	ABC transporter permease	COG:COG0601, COG:EP, RefSeq:WP_004178910.1, SO:0001217, UniParc:UPI0001575EC7, UniRef:UniRef100_A0A7U7F209, UniRef:UniRef50_A0A2J4ZQY8, UniRef:UniRef90_A0A2J4ZQY8
contig_1	cds	11966	12859	+	IGCMGB_00040	dppC	ABC transporter permease	COG:COG1173, COG:EP, RefSeq:WP_004178912.1, SO:0001217, UniParc:UPI0001575F16, UniRef:UniRef100_A0A7U7IG96, UniRef:UniRef50_A0A0Q9HH41, UniRef:UniRef90_A0A1Q8YZW4
contig_1	cds	12863	13900	+	IGCMGB_00045	dppD	dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein	COG:COG0444, COG:EP, RefSeq:WP_009308109.1, SO:0001217, UniParc:UPI000241001D, UniRef:UniRef100_A0A2H2WRY9, UniRef:UniRef50_A0A1B3NIL8, UniRef:UniRef90_A0A332IS28
contig_1	cds	13890	14900	+	IGCMGB_00050	dppD	dipeptide ABC transporter ATP-binding protein DppD	COG:COG0444, COG:EP, RefSeq:WP_004191439.1, SO:0001217, UniParc:UPI0001575F18, UniRef:UniRef100_A0A169Z1I1, UniRef:UniRef50_A0A169Z1I1, UniRef:UniRef90_A0A169Z1I1
