query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank,query_ani_at_rank,total_weighted_hashes
SRR1145846,superkingdom,0.509090909090909,d__Bacteria,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.07249466950959488,280000,0.9868494173876508,469
SRR1145846,superkingdom,0.01818181818181818,Eukaryota,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,superkingdom,0.4727272727272728,unclassified,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.9253731343283582,260000,,469
SRR1145846,phylum,0.43636363636363634,d__Bacteria;p__Spirochaetota,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.06396588486140725,240000,0.9838711068261176,469
SRR1145846,phylum,0.03636363636363636,d__Bacteria;p__Bacteroidota,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0042643923240938165,20000,0.9370824197425781,469
SRR1145846,phylum,0.03636363636363636,d__Bacteria;p__Pseudomonadota,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0042643923240938165,20000,0.9370824197425781,469
SRR1145846,phylum,0.01818181818181818,Eukaryota;Chordata,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,phylum,0.4727272727272728,unclassified,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.9253731343283582,260000,,469
SRR1145846,class,0.43636363636363634,d__Bacteria;p__Spirochaetota;c__Leptospiria,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.06396588486140725,240000,0.9838711068261176,469
SRR1145846,class,0.03636363636363636,d__Bacteria;p__Bacteroidota;c__Bacteroidia,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0042643923240938165,20000,0.9370824197425781,469
SRR1145846,class,0.03636363636363636,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0042643923240938165,20000,0.9370824197425781,469
SRR1145846,class,0.01818181818181818,Eukaryota;Chordata;Mammalia,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,class,0.4727272727272728,unclassified,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.9253731343283582,260000,,469
SRR1145846,order,0.43636363636363634,d__Bacteria;p__Spirochaetota;c__Leptospiria;o__Leptospirales,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.06396588486140725,240000,0.9838711068261176,469
SRR1145846,order,0.03636363636363636,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0042643923240938165,20000,0.9370824197425781,469
SRR1145846,order,0.01818181818181818,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,order,0.01818181818181818,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,order,0.01818181818181818,Eukaryota;Chordata;Mammalia;Primates,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,order,0.4727272727272728,unclassified,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.9253731343283582,260000,,469
SRR1145846,family,0.43636363636363634,d__Bacteria;p__Spirochaetota;c__Leptospiria;o__Leptospirales;f__Leptospiraceae,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.06396588486140725,240000,0.9838711068261176,469
SRR1145846,family,0.03636363636363636,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0042643923240938165,20000,0.9370824197425781,469
SRR1145846,family,0.01818181818181818,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,family,0.01818181818181818,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,family,0.01818181818181818,Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,family,0.4727272727272728,unclassified,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.9253731343283582,260000,,469
SRR1145846,genus,0.43636363636363634,d__Bacteria;p__Spirochaetota;c__Leptospiria;o__Leptospirales;f__Leptospiraceae;g__Leptospira,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.06396588486140725,240000,0.9838711068261176,469
SRR1145846,genus,0.03636363636363636,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0042643923240938165,20000,0.9370824197425781,469
SRR1145846,genus,0.01818181818181818,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,genus,0.01818181818181818,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Castellaniella,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,genus,0.01818181818181818,Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Papio,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.0021321961620469083,10000,0.9244325765105641,469
SRR1145846,genus,0.4727272727272728,unclassified,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.9253731343283582,260000,,469
SRR1145846,species,0.43636363636363634,d__Bacteria;p__Spirochaetota;c__Leptospiria;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira santarosai,cbd5c58a,/mnt/data1/quantnm/workflow/profiler_sourmash/work/dc/d1c1b01a1bd6cc6685dcf002fd5a8e/SRR1145846/SRR1145846.fastq.gz,0.06396588486140725,240000,0.9838711068261176,469
